Week_ending_Friday,Week_number,Status,Dubai_crude_USD.p.bbl,NZ_US_exrate,Dubai_crude_NZD.p.bbl,Diesel_importer_cost_NZc.p.l,Diesel_ETS_NZc.p.l,Diesel_GST_NZc.p.l,Diesel_taxes_NZc.p.l,Diesel_price_excl_taxes_NZc.p.l,Diesel_main_port_price_NZc.p.l,Diesel_discounted_retail_price_NZc.p.l,Diesel_importer_margin_NZc.p.l,Diesel_margin_trend_NZc.p.l,Petrol_importer_cost_NZc.p.l,Petrol_ETS_NZc.p.l,Petrol_GST_NZc.p.l,Petrol_taxes_NZc.p.l,Petrol_price_excl_taxes_NZc.p.l,Petrol_main_port_price_NZc.p.l,Petrol_discounted_retail_price_NZc.p.l,Petrol_importer_margin_NZc.p.l,Petrol_margin_trend_NZc.p.l,Diesel_main_port_price_excl_taxes_NZc.p.l
6/01/2012,2012w01,Final,108.89,0.786266667,138.4899101,109.3720773,1.335,20.23760153,20.61260153,133.2073435,157.9,155.1549451,23.83526623,21.88068609,103.3075517,1.155,26.58045867,85.70945867,116.9190578,206.9,203.7835165,13.61150613,18.37001385,135.5943478
13/01/2012,2012w02,Final,110.25,0.79054,139.4616338,110.4294142,1.335,20.23760153,20.61260153,133.2073435,157.9,155.1549451,22.77792937,21.94884829,103.5854978,1.155,27.04629718,86.17529718,120.0246479,210.4714286,207.3549451,16.43915006,18.47514438,135.5943478
20/01/2012,2012w03,Final,109.42,0.79854,137.0250708,108.4217771,1.335,20.23760153,20.61260153,133.2073435,157.9,155.1549451,24.78556645,22.01701048,103.0198995,1.155,27.23263258,86.36163258,121.2668839,211.9,208.7835165,18.24698444,18.58027492,135.5943478
27/01/2012,2012w04,Final,109.05,0.81338,134.0701763,105.2879787,1.335,19.86493072,20.23993072,130.7228715,155.0428571,152.2978022,25.43489274,22.08517268,101.7839001,1.155,27.23263258,86.36163258,121.2668839,211.9,208.7835165,19.48298378,18.68540546,133.1098758
3/02/2012,2012w05,Final,109.82,0.82686,132.8157125,104.5395819,1.335,19.25002389,19.62502389,126.6234926,150.3285714,147.5835165,22.08391066,22.15333488,100.9476795,1.155,27.06493072,86.19393072,120.1488715,210.6142857,207.4978022,19.20119197,18.79053599,129.0104969
10/02/2012,2012w06,Final,114.19,0.83465,136.8118373,106.5833285,1.335,19.19412327,19.56912327,126.2508218,149.9,147.1549451,19.66749325,22.22149707,102.0802352,1.155,26.84132824,85.97032824,118.6581882,208.9,205.7835165,16.57795303,18.89566653,128.6378261
17/02/2012,2012w07,Final,116.44,0.83248,139.8712281,107.3753284,1.335,19.41772575,19.79272575,127.741505,151.6142857,148.8692308,20.36617658,22.28965927,104.300207,1.155,27.13946488,86.26846488,120.6457659,211.1857143,208.0692308,16.34555891,19.00079707,130.1285093
24/02/2012,2012w08,Final,119.72,0.83566,143.2640069,108.289322,1.335,19.58542762,19.96042762,128.8595174,152.9,150.1549451,20.57019547,22.36363745,105.4448115,1.155,27.36306737,86.49206737,122.1364491,212.9,209.7835165,16.69163762,19.10253175,131.2465217
2/03/2012,2012w09,Final,120.85,0.83764,144.27439,108.3760057,1.335,19.77176302,20.14676302,130.1017535,154.3285714,151.5835165,21.72574777,22.43761564,106.1924068,1.155,27.73573817,86.86473817,124.6209212,215.7571429,212.6406593,18.42851439,19.20426644,132.4887578
9/03/2012,2012w10,Final,122.63,0.8209,149.3848215,111.1509764,1.335,19.84629718,20.22129718,130.5986479,154.9,152.1549451,19.4476715,22.51159382,108.5396404,1.155,27.8848065,87.0138065,125.61471,216.9,213.7835165,17.07506962,19.30600113,132.9856522
16/03/2012,2012w11,Final,123.75,0.8181,151.2651265,113.0185143,1.335,20.03263258,20.40763258,131.8408839,156.3285714,153.5835165,18.82236963,22.58557201,111.0818051,1.155,28.1643096,87.2933096,127.478064,219.0428571,215.9263736,16.39625888,19.40773582,134.2278882
23/03/2012,2012w12,Final,123,0.81816,150.3373423,112.5784942,1.335,20.10716675,20.48216675,132.3377783,156.9,154.1549451,19.75928413,22.65955019,110.294975,1.155,28.27611085,87.40511085,128.2234056,219.9,216.7835165,17.92843063,19.50947051,134.7247826
30/03/2012,2012w13,Final,121.61,0.81948,148.3989847,112.3095084,1.335,20.09416422,20.46916422,132.2510948,156.9,154.055259,19.94158639,22.73352837,110.7288137,1.155,28.26378404,87.39278404,128.1412269,219.9,216.689011,17.4124132,19.6112052,134.7247826
6/04/2012,2012w14,Final,121.08,0.820225,147.6180316,111.6464633,1.335,20.01614907,20.39114907,131.7309938,156.9,153.4571429,20.08453048,22.80750656,111.782216,1.155,28.18982322,87.31882322,127.6481548,219.9,216.121978,15.86593879,19.71293988,134.7247826
13/04/2012,2012w15,Final,118.01,0.82095,143.7480967,109.0194798,1.335,20.01614907,20.39114907,131.7309938,156.9,153.4571429,22.71151397,22.88148474,108.4558614,1.155,28.18982322,87.31882322,127.6481548,219.9,216.121978,19.19229344,19.81467457,134.7247826
20/04/2012,2012w16,Final,114.84,0.81922,140.1821245,108.1971559,1.335,20.01614907,20.39114907,131.7309938,156.9,153.4571429,23.53383785,22.945864,107.1435574,1.155,28.18982322,87.31882322,127.6481548,219.9,216.121978,20.50459741,19.89232591,134.7247826
27/04/2012,2012w17,Final,114.78,0.8146,140.9035109,109.0713021,1.335,20.01614907,20.39114907,131.7309938,156.9,153.4571429,22.65969166,23.01024326,107.6272327,1.155,28.18982322,87.31882322,127.6481548,219.9,216.121978,20.02092214,19.96997725,134.7247826
4/05/2012,2012w18,Final,113.48,0.81288,139.6024013,108.7428793,1.335,20.01614907,20.39114907,131.7309938,156.9,153.4571429,22.98811454,23.07462251,106.5015241,1.155,28.18982322,87.31882322,127.6481548,219.9,216.121978,21.14663072,20.04762859,134.7247826
11/05/2012,2012w19,Final,108.79,0.78852,137.9673312,107.0852409,1.335,20.01614907,20.39114907,131.7309938,156.9,153.4571429,24.64575291,23.13900177,104.2080429,1.155,28.18982322,87.31882322,127.6481548,219.9,216.121978,23.44011188,20.12527993,134.7247826
18/05/2012,2012w20,Final,106.94,0.7708,138.7389725,107.2373349,1.335,20.01614907,20.39114907,131.7309938,156.9,153.4571429,24.4936589,23.20338103,103.5848491,1.155,28.18982322,87.31882322,127.6481548,219.9,216.121978,24.06330568,20.20293127,134.7247826
25/05/2012,2012w21,Final,104.33,0.75636,137.9369612,106.9489164,1.335,19.62484472,19.99984472,129.1222981,153.9,150.4571429,22.17338174,23.26776029,103.0490169,1.155,27.66808409,86.79708409,124.1698939,215.9,212.121978,21.12087707,20.28058261,132.116087
1/06/2012,2012w22,Final,101.33,0.7573,133.8043048,104.4576528,1.335,19.62484472,19.99984472,129.1222981,153.9,150.4571429,24.66464538,23.33213955,101.8652722,1.155,27.66808409,86.79708409,124.1698939,215.9,212.121978,22.30462175,20.35823395,132.116087
8/06/2012,2012w23,Final,97.21,0.7632,127.3715933,98.86778154,1.335,19.17763975,19.55263975,126.1409317,150.4714286,147.0285714,27.27315013,23.39651881,95.2788139,1.155,27.22087912,86.34987912,121.1885275,212.4714286,208.6934066,25.90971357,20.43588529,129.1347205
15/06/2012,2012w24,Final,96,0.77634,123.6571605,97.37596281,1.335,18.56273292,18.93773292,122.0415528,145.7571429,142.3142857,24.66558999,23.4396131,90.907768,1.155,26.53143813,85.66043813,116.5922542,207.1857143,203.4076923,25.68448619,20.49560043,125.0353416
22/06/2012,2012w25,Final,92.46,0.79384,116.4718331,93.25535963,1.335,18.30186335,18.67686335,120.3024224,143.7571429,140.3142857,27.04706274,23.48270739,84.05735492,1.155,25.86063067,84.98963067,112.1202045,202.0428571,198.2648352,28.06284957,20.55531556,123.2962112
29/06/2012,2012w26,Final,91.75,0.78904,116.2805434,92.82624935,1.335,17.97661549,18.35161549,118.1341032,141.1857143,137.8207187,25.30785389,23.52580169,84.35402871,1.155,25.2383875,84.3673875,107.9719166,197.3285714,193.4943041,23.61788793,20.6150307,121.0601863
6/07/2012,2012w27,Final,96.71,0.80298,120.4388652,96.22989692,1.335,18.1120848,18.4870848,119.037232,141.7571429,138.8593168,22.80733506,23.56889598,88.56600942,1.155,25.30617067,84.43517067,108.4238045,198.1857143,194.0139752,19.85779506,20.67474583,121.5570807
13/07/2012,2012w28,Final,97.25,0.79462,122.3855428,98.58992287,1.335,18.26115312,18.63615312,120.0310208,142.9,140.0021739,21.44109792,23.61199028,91.66238718,1.155,25.52977316,84.65877316,109.9144877,199.9,195.7282609,18.25210054,20.73446097,122.5508696
20/07/2012,2012w29,Final,102.16,0.79894,127.869427,101.6594562,1.335,18.78289225,19.15789225,123.5092817,146.9,144.0021739,21.84982545,23.65508457,96.29321528,1.155,26.05151229,85.18051229,113.3927486,203.9,199.7282609,17.0995333,20.7941761,126.0291304
27/07/2012,2012w30,Final,100.92,0.79172,127.4693073,102.177195,1.335,19.30463138,19.67963138,126.9875425,150.9,148.0021739,24.81034753,23.69817887,97.37794568,1.155,26.74095328,85.86995328,117.9890219,209.1857143,205.0139752,20.61107619,20.85389124,129.5073913
3/08/2012,2012w31,Final,102.53,0.80916,126.7116516,101.0597994,1.0947,19.30463138,19.67963138,127.2278425,150.9,148.0021739,26.16804317,23.74127316,98.38310204,0.9471,27.15089117,88.27989117,118.9298411,212.3285714,208.1568323,20.54673908,20.91360637,129.7476913
10/08/2012,2012w32,Final,106.9,0.81552,131.082009,104.0988818,0.9345,19.47233324,19.84733324,128.506055,152.1857143,149.2878882,24.40717316,23.78742643,102.7415265,0.8085,27.44902782,88.57802782,121.0560188,214.6142857,210.4425466,18.31449232,20.96613572,131.0259037
17/08/2012,2012w33,Final,109.96,0.809,135.92089,107.9939122,0.9345,19.69593573,20.07093573,129.9967382,153.9,151.0021739,22.00282599,23.8335797,106.0475922,0.8085,28.02666757,89.15566757,124.9069504,219.0428571,214.871118,18.85935821,21.01866507,132.516587
24/08/2012,2012w34,Final,112.36,0.81062,138.6099529,109.4909144,0.9345,19.91953821,20.29453821,131.4874214,155.6142857,152.7164596,21.99650704,23.87973296,104.4124343,0.8085,28.36207129,89.49107129,127.1429753,221.6142857,217.4425466,22.73054095,21.07119441,134.0072702
31/08/2012,2012w35,Final,110.23,0.80472,136.979322,110.0005654,0.9345,20.08724008,20.46224008,132.6054338,156.9,154.0021739,22.6048684,23.92588623,102.1726213,0.8085,28.36207129,89.49107129,127.1429753,221.6142857,217.4425466,24.970354,21.12372376,135.1252826
7/09/2012,2012w36,Final,112.11,0.7979,140.5063291,111.3166862,0.9345,20.08724008,20.46224008,132.6054338,156.9,154.0021739,21.28874766,23.9720395,101.8881047,0.8085,28.13846881,89.26746881,125.6522921,219.9,215.7282609,23.76418735,21.1762531,135.1252826
14/09/2012,2012w37,Final,113.61,0.81794,138.8977187,109.1317654,0.9345,20.08724008,20.46224008,132.6054338,156.9,154.0021739,23.47366844,24.01819277,102.9959011,0.8085,28.13846881,89.26746881,125.6522921,219.9,215.7282609,22.65639092,21.22878245,135.1252826
21/09/2012,2012w38,Final,109.31,0.82846,131.9436062,106.072542,0.9345,20.08724008,20.46224008,132.6054338,156.9,154.0021739,26.53289188,24.06434604,99.43990528,0.8085,27.95213341,89.08113341,124.410056,218.4714286,214.2996894,24.97015076,21.2813118,135.1252826
28/09/2012,2012w39,Final,108.16,0.82524,131.0649023,104.9636551,0.9345,19.82637051,20.20137051,130.8663034,154.9,152.0021739,25.9026483,24.1104993,100.2161133,0.8085,27.4862949,88.6152949,121.304466,214.9,210.7282609,21.08835265,21.33384114,133.3861522
5/10/2012,2012w40,Final,107.86,0.82476,130.7774383,105.5481087,0.9345,19.85018904,20.22518904,131.0250936,154.9,152.1847826,25.47698483,24.14945085,100.2883715,0.8085,27.38903592,88.51803592,120.6560728,214.9,209.9826087,20.36770132,21.36728814,133.3861522
12/10/2012,2012w41,Final,110.4,0.81768,135.0161432,108.1363702,0.9345,19.85018904,20.22518904,131.0250936,154.9,152.1847826,22.8887234,24.1884024,103.961462,0.8085,27.6126384,88.7416384,122.146756,216.6142857,211.6968944,18.18529402,21.40073514,133.3861522
19/10/2012,2012w42,Final,109.91,0.81816,134.3380268,108.0849167,0.9345,19.85018904,20.22518904,131.0250936,154.9,152.1847826,22.94017687,24.22735395,101.5418051,0.8085,27.78034026,88.90934026,123.2647684,217.9,212.9826087,21.72296331,21.43418213,133.3861522
26/10/2012,2012w43,Final,106.27,0.81725,130.0336494,104.4120886,0.9345,19.68248717,20.05748717,129.9070812,153.6142857,150.8990683,25.49499255,24.2663055,95.16890057,0.8085,27.27723467,88.40623467,119.9107312,214.0428571,209.1254658,24.7418306,21.46762913,132.2681398
2/11/2012,2012w44,Final,106.04,0.82238,128.9428245,103.7634554,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,24.65294254,24.30525705,93.59610455,0.8085,26.99773157,88.12673157,118.0473771,211.9,206.9826087,24.45127257,21.50107612,130.7774565
9/11/2012,2012w45,Final,105.33,0.82226,128.0981685,101.7532328,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,26.66316513,24.34420859,93.38722455,0.8085,26.60642722,87.73542722,115.4386815,208.9,203.9826087,22.05145692,21.53452312,130.7774565
16/11/2012,2012w46,Final,106.89,0.81362,131.3758266,102.8940838,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,25.52231413,24.38316014,97.72552002,0.8085,26.60642722,87.73542722,115.4386815,208.9,203.9826087,17.71316145,21.56797012,130.7774565
23/11/2012,2012w47,Final,108.68,0.81608,133.1732183,104.5554526,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,23.86094531,24.42211169,99.32048113,0.8085,26.97909803,88.10809803,117.9231535,211.7571429,206.8397516,18.60267239,21.60141711,130.7774565
30/11/2012,2012w48,Final,108.05,0.8228,131.3198833,103.7998753,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,24.61652263,24.44721236,97.34933742,0.8085,27.12816635,88.25716635,118.9169423,212.9,207.9826087,21.56760492,21.63313181,130.7774565
7/12/2012,2012w49,Final,105.95,0.82534,128.3713379,103.4435407,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,24.97285723,24.47231303,94.5288883,0.8085,27.12816635,88.25716635,118.9169423,212.9,207.9826087,24.38805404,21.66484651,130.7774565
14/12/2012,2012w50,Final,105.06,0.83846,125.3011473,99.48155419,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,28.93484373,24.49741371,92.27976774,0.8085,26.68096138,87.80996138,115.9355759,209.4714286,204.5540373,23.65580814,21.69656121,130.7774565
21/12/2012,2012w51,Final,106.34,0.84018,126.5681164,100.3449124,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,28.0714855,24.52251438,93.5407761,0.8085,26.60642722,87.73542722,115.4386815,208.9,203.9826087,21.89790537,21.72827591,130.7774565
28/12/2012,2012w52,Final,106.46,0.8214,129.6079864,102.8750328,0.9345,19.45888469,19.83388469,128.4163979,151.9,149.1847826,25.54136508,24.54761505,97.64324842,0.8085,26.60642722,87.73542722,115.4386815,208.9,203.9826087,17.79543306,21.7599906,130.7774565
4/01/2013,2013w01,Final,107.3,0.827233333,129.7094733,102.4252859,0.9345,19.44443694,19.81943694,128.3200796,153.6142857,149.0740166,25.89479376,24.57271572,98.35426597,0.8085,26.96862004,88.09762004,117.8533003,212.3285714,206.7594203,19.49903429,21.7917053,132.2681398
11/01/2013,2013w02,Final,107.45,0.8378,128.2525662,101.8138093,0.9345,19.44202899,19.81702899,128.3040266,153.9,149.0555556,26.49021723,24.5978164,96.08995486,0.8085,27.02898551,88.15798551,118.2557367,212.9,207.2222222,22.16578186,21.82342,132.516587
18/01/2013,2013w03,Final,107.13,0.83968,127.5843178,101.4490149,0.9345,19.2184265,19.5934265,126.8133433,152.1857143,147.3412698,25.36432847,24.62291707,94.63327153,0.8085,26.86128364,87.99028364,117.1377243,211.6142857,205.9365079,22.50445276,21.8551347,131.0259037
25/01/2013,2013w04,Final,108.64,0.83882,129.5152715,102.4298588,0.9345,18.92028986,19.29528986,124.8257657,149.9,145.0555556,22.39590694,24.65155868,97.28374577,0.8085,26.63768116,87.76668116,115.6470411,209.9,204.2222222,18.36329529,21.91551104,129.0383261
1/02/2013,2013w05,Final,110.27,0.8367,131.7915621,103.9171899,0.9345,18.92028986,19.29528986,124.8257657,149.9,145.0555556,20.90857585,24.68020029,100.5749858,0.8085,26.86128364,87.99028364,117.1377243,211.6142857,205.9365079,16.56273852,21.97588737,129.0383261
8/02/2013,2013w06,Final,112.2,0.8409,133.4284695,106.4958759,0.9345,19.0320911,19.4070911,125.5711073,150.7571429,145.9126984,19.07523137,24.70884189,103.7926194,0.8085,27.38302277,88.51202277,120.6159852,215.6142857,209.9365079,16.82336578,22.03626371,129.7836677
15/02/2013,2013w07,Final,112.99,0.84196,134.1987743,107.8006019,0.9345,19.4047619,19.7797619,128.0555794,153.6142857,148.7698413,20.25497746,24.7374835,105.9986802,0.8085,27.9047619,89.0337619,124.094246,219.6142857,213.9365079,18.09556578,22.09664005,132.2681398
22/02/2013,2013w08,Final,110.72,0.84126,131.6121057,106.6927833,0.9345,19.57246377,19.94746377,129.1735918,154.9,150.0555556,22.48080846,24.76612511,105.107188,0.8085,28.07246377,89.20146377,125.2122585,220.9,215.2222222,20.10507045,22.15701639,133.3861522
1/03/2013,2013w09,Final,107.54,0.82914,129.7006537,104.977267,0.9345,19.57246377,19.94746377,129.1735918,154.9,150.0555556,24.19632477,24.79476672,102.9200048,0.8085,28.07246377,89.20146377,125.2122585,220.9,215.2222222,22.29225365,22.21739272,133.3861522
8/03/2013,2013w10,Final,105.72,0.82786,127.7027517,102.6067819,0.9345,19.4047619,19.7797619,128.0555794,153.6142857,148.7698413,25.44879745,24.82340833,100.4785214,0.8085,27.96066253,89.08966253,124.4669168,220.0428571,214.3650794,23.98839544,22.27776906,132.2681398
15/03/2013,2013w11,Final,105.26,0.82276,127.9352424,102.3356657,0.9345,19.18115942,19.55615942,126.5648961,151.9,147.0555556,24.22923041,24.85204994,100.0650218,0.8085,27.8115942,88.9405942,123.473128,218.9,213.2222222,23.40810619,22.3381454,130.7774565
22/03/2013,2013w12,Final,104.55,0.82666,126.4727941,101.2532204,0.9345,19.18115942,19.55615942,126.5648961,151.9,147.0555556,25.31167571,24.88976469,99.3500119,0.8085,27.69979296,88.82879296,122.7277864,218.0428571,212.3650794,23.3777745,22.40074302,130.7774565
29/03/2013,2013w13,Final,105.68,0.8365,126.3359235,98.75408406,0.9345,19.18115942,19.55615942,126.5648961,151.9,147.0555556,27.81081208,24.92747943,97.4957116,0.8085,27.55072464,88.67972464,121.7339976,216.9,211.2222222,24.23828598,22.46334064,130.7774565
5/04/2013,2013w14,Final,105.7,0.840775,125.7173441,99.35888435,0.9345,19.07673196,19.45173196,125.8687131,151.0428571,146.2549451,26.50982874,24.96519418,96.60906728,0.8085,27.44878165,88.57778165,121.0543777,215.6142857,210.4406593,24.44531041,22.52593825,130.0321149
12/04/2013,2013w15,Final,102.6,0.85226,120.3857978,95.40058523,0.9345,18.59225991,18.96725991,122.6388994,147.3285714,142.5406593,27.2383142,25.00290893,89.79307746,0.8085,26.88977544,88.01877544,117.3276696,211.3285714,206.1549451,27.53459216,22.58853587,126.8023012
19/04/2013,2013w16,Final,97.64,0.84776,115.1741059,91.04067989,0.9345,17.99598662,18.37098662,118.6637441,142.7571429,137.9692308,27.62306425,25.04062368,86.77922122,0.8085,26.21896799,87.34796799,112.8556199,206.1857143,201.0120879,26.0763987,22.65113349,122.827146
26/04/2013,2013w17,Final,99.69,0.844425,118.0566658,92.13527601,0.9345,17.88418538,18.25918538,117.9184025,141.9,137.1120879,25.78312652,25.07833842,88.71457374,0.8085,26.05126613,87.18026613,111.7376075,204.9,199.7263736,23.02303376,22.71373111,122.0818043
3/05/2013,2013w18,Final,100.36,0.85274,117.6912072,91.46051507,0.9345,17.88418538,18.25918538,117.9184025,141.9,137.1120879,26.45788747,25.11605317,87.83608241,0.8085,26.05126613,87.18026613,111.7376075,204.9,199.7263736,23.90152509,22.77632873,122.0818043
10/05/2013,2013w19,Final,101.15,0.84746,119.3566658,93.67729876,0.9345,17.88418538,18.25918538,117.9184025,141.9,137.1120879,24.24110377,25.15376792,89.94692155,0.8085,26.05126613,87.18026613,111.7376075,204.9,199.7263736,21.79068595,22.83892635,122.0818043
17/05/2013,2013w20,Final,100.31,0.8232,121.8537415,96.0393506,0.9345,18.10778786,18.48278786,119.4090858,143.6142857,138.8263736,23.36973517,25.20750415,92.70440327,0.8085,26.27486861,87.40386861,113.2282907,206.6142857,201.4406593,20.52388746,22.89143229,123.5724876
24/05/2013,2013w21,Final,100.59,0.81164,123.9342566,97.40586186,0.9345,18.40592451,18.78092451,121.3966634,145.9,141.1120879,23.99080154,25.26124038,94.5969921,0.8085,26.57300526,87.70200526,115.2158684,208.9,203.7263736,20.61887627,22.94393824,125.5600652
31/05/2013,2013w22,Final,99.79,0.80858,123.4138861,96.9848912,0.9345,18.40592451,18.78092451,121.3966634,145.9,141.1120879,24.4117722,25.31497661,95.53843688,0.8085,26.79660774,87.92560774,116.7065516,210.6142857,205.4406593,21.16811472,22.99644418,125.5600652
7/06/2013,2013w23,Final,100.23,0.80185,124.9984411,97.3861491,0.9345,18.40592451,18.78092451,121.3966634,145.9,141.1120879,24.0105143,25.36871284,97.24918903,0.8085,26.9643096,88.0933096,117.824564,211.9,206.7263736,20.57537499,23.04895013,125.5600652
14/06/2013,2013w24,Final,101.1,0.79352,127.4069967,100.5130671,0.9345,18.92766364,19.30266364,124.8749243,149.9,145.1120879,24.36185713,25.42244906,99.38702994,0.8085,27.48604873,88.61504873,121.3028249,215.9,210.7263736,21.91579495,23.10145608,129.0383261
21/06/2013,2013w25,Final,101.3,0.79334,127.6880026,102.2849543,0.9345,18.92766364,19.30266364,124.8749243,149.9,145.1120879,22.58996997,25.47618529,99.58542695,0.8085,27.48604873,88.61504873,121.3028249,215.9,210.7263736,21.71739794,23.15396202,129.0383261
28/06/2013,2013w26,Final,98.96,0.77668,127.4141216,102.4716545,0.9345,18.92766364,19.30266364,124.8749243,149.9,145.1120879,22.40326976,25.52992152,99.55178526,0.8085,27.48604873,88.61504873,121.3028249,215.9,210.7263736,21.75103964,23.20646797,129.0383261
5/07/2013,2013w27,Final,101.28,0.77802,130.1766021,103.7358388,0.9345,19.38443154,19.75943154,127.9200436,152.1857143,148.6139752,24.18420482,25.58365775,100.3505901,0.8085,28.12457467,92.25357467,122.5596645,219.9,215.6217391,22.2090744,23.25897392,131.0259037
12/07/2013,2013w28,Final,103.72,0.78256,132.539358,105.0736679,0.534,19.77573589,20.15073589,130.9292393,155.1857143,151.6139752,25.85557132,25.65171253,104.5500533,0.462,28.7394815,92.8684815,127.0055433,224.6142857,220.3360248,22.45549007,23.29261496,134.0350994
19/07/2013,2013w29,Final,104.8,0.78558,133.4046182,105.8410076,0.534,19.99933837,20.37433837,132.4199225,156.9,153.3282609,26.57891485,25.71976731,105.1905287,0.462,29.03761815,93.16661815,128.993121,226.9,222.6217391,23.8025923,23.32625601,135.5257826
26/07/2013,2013w30,Final,104.7,0.79866,131.0945834,103.559168,0.534,19.85027005,20.22527005,131.4261337,155.7571429,152.1854037,27.86696564,25.7878221,98.03780291,0.462,28.7394815,92.8684815,127.0055433,224.6142857,220.3360248,28.96774043,23.35989706,134.5319938
2/08/2013,2013w31,Final,105.02,0.799,131.4392991,103.2460426,0.534,19.51486632,19.88986632,129.1901088,153.1857143,149.6139752,25.94406625,25.85587688,97.16609307,0.462,28.29227653,92.42127653,124.0241769,221.1857143,216.9074534,26.85808382,23.39353811,132.2959689
9/08/2013,2013w32,Final,104.29,0.7894,132.1129972,105.0532531,0.534,19.47759924,19.85259924,128.9416616,152.9,149.3282609,23.88840854,25.92393166,96.49488727,0.462,28.25500945,92.38400945,123.7757297,220.9,216.6217391,27.2808424,23.42717916,132.0475217
16/08/2013,2013w33,Final,106.07,0.8023,132.2074037,103.5990669,0.534,19.47759924,19.85259924,128.9416616,152.9,149.3282609,25.34259473,25.99198644,95.90165538,0.462,27.91960573,92.04860573,121.5397048,218.3285714,214.0503106,25.63804945,23.46082021,132.0475217
23/08/2013,2013w34,Final,107.62,0.79714,135.0076524,104.5228806,0.534,19.47759924,19.85259924,128.9416616,152.9,149.3282609,24.41878099,26.06004122,96.05141079,0.462,27.8637051,91.9927051,121.167034,217.9,213.6217391,25.11562324,23.49446126,132.0475217
30/08/2013,2013w35,Final,111.61,0.7802,143.0530633,108.4027252,0.534,19.75710235,20.13210235,130.8050157,155.0428571,151.471118,22.40229048,26.128096,101.3612812,0.462,28.14320821,92.27220821,123.0303881,220.0428571,215.7645963,21.6691069,23.52810231,133.9108758
6/09/2013,2013w36,Final,110.32,0.78342,140.8184626,108.3348605,0.534,19.86890359,20.24390359,131.5503573,155.9,152.3282609,23.21549679,26.20199038,102.426277,0.462,28.25500945,92.38400945,123.7757297,220.9,216.6217391,21.34945272,23.54336761,134.6562174
13/09/2013,2013w37,Final,109.02,0.80638,135.1968055,104.2011821,0.534,19.96207129,20.33707129,132.1714753,156.6142857,153.0425466,27.9702932,26.27588475,95.98699034,0.462,28.34817715,92.47717715,124.3968477,221.6142857,217.3360248,28.40985736,23.55863291,135.2773354
20/09/2013,2013w38,Final,107.54,0.82726,129.9954065,100.4382429,0.534,19.51486632,19.88986632,129.1901088,153.1857143,149.6139752,28.75186594,26.34977912,92.78213768,0.462,27.90097218,92.02997218,121.4154812,218.1857143,213.9074534,28.63334355,23.57389821,132.2959689
27/09/2013,2013w39,Final,106.14,0.83018,127.8517912,101.9532245,0.534,19.34716446,19.72216446,128.0720964,151.9,148.3282609,26.11887191,26.42367349,92.36548021,0.462,27.73327032,91.86227032,120.2974688,216.9,212.6217391,27.9319886,23.5891635,131.1779565
4/10/2013,2013w40,Final,105.35,0.82898,127.0838862,99.72818833,0.534,19.19072374,19.56572374,127.0291583,150.4714286,147.128882,27.30096992,26.49756786,92.33587929,0.462,27.4910343,91.6200343,118.682562,215.4714286,210.7645963,26.34668269,23.6044288,129.9357205
11/10/2013,2013w41,Final,107.15,0.82976,129.1337254,100.7244487,0.534,19.12117202,19.49617202,126.5654802,149.9,146.5956522,25.84103147,26.57146223,93.26124232,0.462,27.01587902,91.14487902,115.5148601,211.9,207.1217391,22.25361779,23.6196941,129.4388261
18/10/2013,2013w42,Final,107.27,0.83926,127.8149799,99.50150721,0.534,19.12117202,19.49617202,126.5654802,149.9,146.5956522,27.06397294,26.6453566,92.60953091,0.462,27.01587902,91.14487902,115.5148601,211.9,207.1217391,22.9053292,23.6349594,129.4388261
25/10/2013,2013w43,Final,106.26,0.8445,125.8259325,97.72157972,0.534,19.12117202,19.49617202,126.5654802,149.9,146.5956522,28.84390043,26.71925097,90.84995842,0.462,27.01587902,91.14487902,115.5148601,211.9,207.1217391,24.66490169,23.6502247,129.4388261
1/11/2013,2013w44,Final,106.29,0.82735,128.4704176,100.2566143,0.534,19.12117202,19.49617202,126.5654802,149.9,146.5956522,26.30886583,26.81893398,92.75459043,0.462,27.01587902,91.14487902,115.5148601,211.9,207.1217391,22.76026968,23.66242339,129.4388261
8/11/2013,2013w45,Final,103.84,0.83228,124.7657038,98.13433322,0.534,19.12117202,19.49617202,126.5654802,149.9,146.5956522,28.43114693,26.91861698,90.51000416,0.462,27.01587902,91.14487902,115.5148601,211.9,207.1217391,25.00485596,23.67462209,129.4388261
15/11/2013,2013w46,Final,105.31,0.82592,127.506296,98.63690369,0.534,19.12117202,19.49617202,126.5654802,149.9,146.5956522,27.92857646,27.01829999,93.11561464,0.462,27.01587902,91.14487902,115.5148601,211.9,207.1217391,22.39924547,23.68682079,129.4388261
